Hour Ending,,,,,,,,,,,,,
MST,(mu)g/m³,(mu)g/m³,°C,m bar,Percent,W/m2,m,m/s,m/s,°,mm,mm,
Date,PM10 (1h),PM10 (24h rolling),Temperature (1h),Pressure (1h),Relative Humidity (1h),Solar Radiation (1h),Snow Depth (1h),Wind Speed Max. (1h),Wind Speed (1h),Wind Direction (1h),Precipitation (1h),Precipitation (24h rolling),Annotations
2022-03-08 06:00:00,13.79865,16.47052,-11.16,1017,62.13,0,0.4797966,5.755,3.249,14.68,0,7.46,
2022-03-08 07:00:00,8.398192,15.90936,-12.06,1018,62.27,0,0.4962971,6.943,4.11,13.26,0,7.46,
2022-03-08 08:00:00,5.872165,15.31307,-12.64,1018,57.88,7.053901,0.4907238,7.127,3.928,22.1,0,7.46,
2022-03-08 09:00:00,4.743022,14.422,-12.81,1018,56.11,35.03556,0.4919316,5.591,3.715,16.67,0,7.46,
2022-03-08 10:00:00,4.21444,12.76304,-12.31,1018,50.51,76.03825,0.4968834,5.499,3.302,14.69,0,7.46,
2022-03-08 11:00:00,4.003778,11.06168,-12.19,1017,46.57,79.26575,0.4930718,5.489,2.55,22.98,0,7.46,
2022-03-08 12:00:00,8.377788,10.33354,-10.61,1017,35.1,162.5661,0.4905376,4.065,1.804,15.03,0,7.46,
2022-03-08 13:00:00,3.565111,9.637782,-9.64,1017,26.35,219.9458,0.48837,4.157,1.459,9.66,0,7.46,
2022-03-08 14:00:00,2.873163,8.349394,-9.25,1016,26.26,277.8637,0.4859435,4.639,1.96,356.8,0,7.46,
2022-03-08 15:00:00,2.190392,7.537228,-9,1016,27.08,254.038,0.4872183,4.465,1.577,358.1,0,7.46,
2022-03-08 16:00:00,7.288989,7.466978,-9.62,1015,35.97,171.122,0.4883845,4.27,1.804,322.3,0,7.26,
2022-03-08 17:00:00,5.139905,7.04117,-10.21,1015,40.11,72.30313,0.4883845,4.25,1.61,344.4,0,6.68,
2022-03-08 18:00:00,4.405395,6.487729,-10.94,1015,44.43,27.82625,0.4614881,4.413,1.768,24.14,0,5.43,
2022-03-08 19:00:00,8.028541,6.271903,-11.96,1015,51.1,3.816028,0.4418714,4.26,2.145,26.4,0,4.31,
2022-03-08 20:00:00,6.684528,6.161646,-12.32,1015,52.65,0,0.4409452,5.54,2.053,10.29,0,3.82,
2022-03-08 21:00:00,11.85108,6.286012,-13.05,1016,54.88,0,0.440755,3.738,1.348,31.47,0,2.86,
2022-03-08 22:00:00,20.27144,6.886124,-14.05,1016,58.86,0,0.4427834,3.86,1.187,21.01,0,2.12,
2022-03-08 23:00:00,18.497,7.343176,-16.99,1016,70.97,0,0.4422362,1.802,0.204,329.8,0,1.63,
2022-03-09 00:00:00,23.37652,8.018816,-17.63,1016,74.57,0,0.442876,2.673,0.121,310.3,0,1.08,
2022-03-09 01:00:00,44.36117,9.650298,-16.32,1016,70.7,0,0.4462407,3.123,0.79,316.9,0,0.57,
2022-03-09 02:00:00,32.28614,10.77647,-18.02,1016,73.81,0,0.4507441,1.7,0.177,327.5,0,0.13,
2022-03-09 03:00:00,16.64962,11.15081,-20.43,1016,76.24,0,0.4472666,2.406,0.451,329.5,0,0.05,
2022-03-09 04:00:00,15.39217,11.58443,-22.34,1016,76.42,0,0.4478032,0.973,0.011,195.5,0,0,
2022-03-09 05:00:00,19.64546,12.16311,-23.21,1016,76.17,0,0.4491011,1.669,0.02,95.1,0,0,
2022-03-09 06:00:00,31.26974,12.89107,-23.76,1016,75.59,0,0.4465497,3.533,0.527,337.7,0,0,
2022-03-09 07:00:00,41.82285,14.28377,-23.01,1015,75.23,0,0.4484483,3.512,1.567,329.8,0,0,
2022-03-09 08:00:00,53.90785,16.28525,-25.14,1016,74.36,9.536472,0.4467978,1.362,0.014,14.55,0,0,
2022-03-09 09:00:00,42.63363,17.86403,-24.71,1016,73.54,50.55473,0.445711,1.587,0.395,11.98,0,0,
2022-03-09 10:00:00,69.28112,20.57514,-17.93,1015,45.79,239.8278,0.441824,0,0,0,0,0,
2022-03-09 11:00:00,81.79443,23.81642,-15.38,1015,32.62,336.1185,0.4549052,3.594,0.52,199,0,0,
2022-03-09 12:00:00,19.90571,24.29675,-13.79,1014,39.04,304.4629,0.4626952,3.43,1.466,171.4,0,0,
2022-03-09 13:00:00,17.9649,24.89674,-12.19,1014,31.98,290.1878,0.4642143,3.697,1.098,188.4,0,0,
2022-03-09 14:00:00,18.62151,25.55292,-11.4,1013,32.45,302.2257,0.4664315,4.7,1.545,177.2,0,0,
2022-03-09 15:00:00,11.31485,25.93311,-10.79,1012,32.89,304.2977,0.4698598,5.007,1.743,224.8,0,0,
2022-03-09 16:00:00,10.15068,26.05234,-10.29,1012,32.96,608.0159,0.4728408,5.652,2.252,207.6,0,0,
2022-03-09 17:00:00,8.003963,26.17168,-10.34,1012,33.19,398.6589,0.4704567,5.181,1.202,236.9,0,0,
2022-03-09 18:00:00,14.03545,26.57293,-11.87,1011,42.12,69.97603,0.4727853,3.666,0.677,240.6,0,0,
2022-03-09 19:00:00,25.94541,27.31947,-14.75,1011,59.34,4.78326,0.4685024,2.529,0.538,145.4,0,0,
2022-03-09 20:00:00,22.3861,27.9737,-16.75,1011,68.74,0,0.4690298,2.447,0.447,126.3,0,0,
2022-03-09 21:00:00,20.3846,28.32926,-20.33,1011,74.57,0,0.4636838,0,0,0,0,0,
2022-03-09 22:00:00,21.2203,28.3688,-20.96,1011,77.64,0,0.4614137,1.464,0.012,335.5,0,0,
2022-03-09 23:00:00,26.72247,28.71153,-21.5,1011,76.77,0,0.4702159,1.628,0.04,44.77,0,0,
2022-03-10 00:00:00,96.22182,31.74675,-21.85,1011,76.47,0,0.4662028,2.017,0.091,6.174,0,0,
2022-03-10 01:00:00,93.24426,33.78354,-22.95,1011,75.78,0,0.463674,1.812,0.04,212.1,0,0,
2022-03-10 02:00:00,145.5035,38.50093,-22.13,1011,76.13,0,0.4681686,2.089,0.188,2.87,0,0,
2022-03-10 03:00:00,213.3561,46.69704,-20.69,1011,76.91,0,0.4718742,2.294,0.342,53.7,0,0,
2022-03-10 04:00:00,315.4761,59.20053,-19.82,1011,77.41,0,0.4748764,2.038,0.475,65.21,0,0,
2022-03-10 05:00:00,377.2536,74.10088,-19.44,1010,77.63,0,0.4752766,1.331,0.046,163.5,0,0,
2022-03-10 06:00:00,418.1776,90.22203,-18.85,1011,78.04,0,0.4751367,1.423,0.055,236.5,0,0,
2022-03-10 07:00:00,442.7169,106.9259,-18.44,1011,78.35,0.0216714,0.4756268,0.768,0.019,56.84,0,0,
2022-03-10 08:00:00,319.2251,117.9808,-19.16,1012,78.06,14.03275,0.4663336,1.516,0.054,311.2,0,0,
2022-03-10 09:00:00,149.8437,122.4479,-19.74,1012,77.03,111.5307,0.4606837,1.812,0.164,46.69,0,0,
2022-03-10 10:00:00,129.9274,124.9749,-13,1013,45.33,339.2732,0.4712418,1.577,0.088,199.8,0,0,
2022-03-10 11:00:00,45.92925,123.4805,-10,1013,35.46,524.4224,0.4736031,2.304,0.513,175.3,0,0,
2022-03-10 12:00:00,74.55132,125.7574,-8.02,1013,33.49,642.6719,0.474548,4.547,1.25,198.9,0,0,
2022-03-10 13:00:00,64.10626,127.6799,-7.498,1013,33.24,714.382,0.4517533,5.253,2.26,206.4,0,0,
2022-03-10 14:00:00,25.12291,127.9508,-6.714,1013,33.41,717.7512,0.4362417,4.434,2.196,199.3,0,0,
2022-03-10 15:00:00,18.06614,128.2321,-5.654,1012,31.13,651.4661,0.4270563,3.379,1.125,182.7,0,0,
2022-03-10 16:00:00,6.55852,128.0824,-5.084,1013,26.85,519.1437,0.4295998,3.41,0.77,174.4,0,0,
2022-03-10 17:00:00,7.540766,128.0632,-5.322,1013,31.13,388.9455,0.4385433,4.956,1.958,167.3,0,0,
2022-03-10 18:00:00,11.55736,127.9599,-6.393,1012,37.28,90.26274,0.4478591,3.686,1.242,154.5,0,0,
2022-03-10 19:00:00,24.03879,127.8805,-9.11,1013,54.3,8.417274,0.4471719,2.734,0.542,154.4,0,0,
2022-03-10 20:00:00,17.68122,127.6844,-11.59,1013,69.07,0,0.4405247,0,0,0,0,0,
2022-03-10 21:00:00,14.75757,127.45,-11.82,1013,72.73,0,0.4373342,1.034,0.01,94.8,0,0,
2022-03-10 22:00:00,11.68615,127.0527,-12.97,1013,75.55,0,0.4431527,1.106,0.032,42.63,0,0,
2022-03-10 23:00:00,10.53516,126.3782,-14.21,1013,78.91,0,0.4418028,2.099,0.235,130,0,0,
2022-03-11 00:00:00,10.78161,122.8182,-15.4,1013,79.75,0,0.4430272,3.185,0.301,50.05,0,0,
2022-03-11 01:00:00,17.73595,119.672,-16.27,1013,81.9,0,0.4494094,1.096,0.018,297.4,0,0,
2022-03-11 02:00:00,22.64489,114.5529,-15.53,1013,81.3,0,0.4412526,2.079,0.275,79.87,0,0,
2022-03-11 03:00:00,21.74864,106.5693,-15.19,1013,81.1,0,0.4434086,2.345,0.531,18.9,0,0,
2022-03-11 04:00:00,19.98032,94.25697,-15.15,1013,80.7,0,0.4411044,2.304,0.546,86.6,0,0,
2022-03-11 05:00:00,17.23877,79.25635,-14.76,1013,80.9,0,0.4392813,2.191,0.495,99.1,0,0,
2022-03-11 06:00:00,7.420291,62.14146,-14.82,1013,80.4,0,0.4382775,2.652,0.346,186.5,0,0,
2022-03-11 07:00:00,10.62882,44.13779,-14.84,1013,80.9,0.1170857,0.4442592,3.236,0.702,126.4,0,0,
2022-03-11 08:00:00,10.61692,31.27911,-14.57,1013,80.2,23.87419,0.4401777,2.13,0.19,143.6,0,0,
2022-03-11 09:00:00,10.34743,25.46677,-13.21,1013,74.35,109.6316,0.4386042,2.499,0.558,171.3,0,0,
2022-03-11 10:00:00,13.79675,20.62799,-8.31,1014,56.5,317.1467,0.4345365,4.055,1.895,162.4,0,0,
2022-03-11 11:00:00,15.39678,19.35581,-5.441,1013,45.26,450.5785,0.4363912,4.588,2.674,171.6,0,0,
2022-03-11 12:00:00,21.46096,17.14371,-4.333,1013,42.8,508.7255,0.4380826,5.038,2.667,194.4,0,0,
2022-03-11 13:00:00,17.70808,15.21045,-4.103,1013,44.33,415.5586,0.4327512,5.581,2.518,208.2,0,0,
2022-03-11 14:00:00,7.915813,14.49349,-2.49,1013,37.29,542.3958,0.4440684,3.994,1.487,185.4,0,0,
2022-03-11 15:00:00,8.544254,14.09674,-2.061,1012,42.41,482.6755,0.4608558,4.332,2.376,180,0,0,
2022-03-11 16:00:00,9.840676,14.2335,-1.379,1011,43.12,434.9487,0.4507332,5.048,2.674,170.9,0,0,
2022-03-11 17:00:00,11.03666,14.37916,-1.769,1010,47.96,160.7198,0.4217837,4.762,2.367,153.3,0,0,
2022-03-11 18:00:00,8.821107,14.26515,-1.832,1010,52.47,54.2584,0.4282068,4.526,2.147,175.1,0,0,
2022-03-11 19:00:00,9.962972,13.67866,-2.227,1010,56.44,8.077959,0.4139211,2.918,0.998,195.2,0,0,
2022-03-11 20:00:00,9.463412,13.33625,-2.835,1009,60.44,0,0.4129318,2.826,0.278,165.8,0,0,
2022-03-11 21:00:00,8.191313,13.06266,-3.434,1009,65.55,0,0.3943663,0.86,0.009,133.6,0,0,
2022-03-11 22:00:00,9.513927,12.97215,-4.046,1009,68.5,0,0.4135602,0.563,0.003,83.7,0,0,
2022-03-11 23:00:00,9.208278,12.91686,-5.146,1008,73.3,0,0.4207754,1.741,0.08,345.7,0,0,
2022-03-12 00:00:00,10.08967,12.88803,-5.882,1008,75.9,0,0.4089108,1.649,0.177,0.344,0,0,
2022-03-12 01:00:00,10.9225,12.60413,-6.219,1007,78.53,0,0.4291885,1.905,0.39,35.71,0,0,
2022-03-12 02:00:00,7.74075,11.98313,-4.896,1007,77.75,0.000453718,0.4168054,4.557,1.513,156.4,0,0,
2022-03-12 03:00:00,8.180185,11.41778,-3.468,1007,73.77,0,0.3888395,5.018,2.502,159.2,0,0,
2022-03-12 04:00:00,8.00934,10.91899,-2.422,1007,71.79,0,0.3914913,5.12,2.439,154.8,0,0,
2022-03-12 05:00:00,8.313397,10.5471,-2.441,1007,75.19,0,0.4404038,3.922,2.165,175.1,0,0,
2022-03-12 06:00:00,8.903559,10.6089,-2.476,1007,82,0,0.3900508,3.502,1.79,182,0.13,0.13,
2022-03-12 07:00:00,16.7047,10.86206,-2.041,1007,76.12,0,0.4384703,9.47,3.891,176.1,0,0.13,
2022-03-12 08:00:00,11.57822,10.90211,-1.926,1007,73.59,11.03738,0.4622917,9.36,4.408,176.9,0,0.13,
2022-03-12 09:00:00,9.004745,10.84617,-1.791,1007,72.61,75.30451,0.4411915,7.229,3.395,165.2,0,0.13,
2022-03-12 10:00:00,6.972649,10.56183,-0.198,1007,62.96,243.9668,0.4671718,5.97,2.823,143,0,0.13,
2022-03-12 11:00:00,9.702065,10.32455,0.864,1007,58.09,396.5789,0.4800195,7.68,3.779,131.6,0,0.13,
2022-03-12 12:00:00,8.682013,9.792095,1.788,1007,52.83,625.264,0.4627769,8.5,4.753,132.1,0,0.13,
2022-03-12 13:00:00,8.25112,9.398055,1.661,1006,53.96,377.5628,0.4476775,8.21,4.532,132.4,0,0.13,
2022-03-12 14:00:00,8.97505,9.44219,1.273,1006,55.9,221.5637,0.4470383,7.444,4.43,139.7,0,0.13,
2022-03-12 15:00:00,8.938745,9.458627,1.665,1006,53.21,256.4971,0.446089,6.482,3.556,141.7,0,0.13,
2022-03-12 16:00:00,9.391941,9.43993,1.3,1005,57.96,188.8432,0.4441091,6.359,3.228,157.1,0,0.13,
2022-03-12 17:00:00,8.636783,9.339935,0.319,1005,70.86,103.4711,0.4423205,5.642,3.022,144.3,0,0.13,
2022-03-12 18:00:00,6.938787,9.261505,0.128,1005,72.73,49.55074,0.4409298,5.243,2.368,145.6,0,0.13,
2022-03-12 19:00:00,6.515446,9.117858,0.167,1004,71.11,8.050526,0.439245,2.509,0.702,169.2,0,0.13,
2022-03-12 20:00:00,7.06834,9.018064,0.324,1004,65.82,0,0.4373606,4.782,1.521,157.4,0,0.13,
2022-03-12 21:00:00,7.439613,8.986743,0.356,1003,62.32,0,0.4364597,3.83,0.844,154.2,0,0.13,
2022-03-12 22:00:00,8.378644,8.939439,0.019,1003,61.46,0,0.4361719,2.621,0.555,140.1,0,0.13,
2022-03-12 23:00:00,13.92449,9.135948,-0.637,1003,60.73,0,0.4351333,3.451,0.622,148.7,0,0.13,
2022-03-13 00:00:00,25.04293,9.759001,-2.824,1003,70.57,0,0.4342311,0,0,0,0,0.13,
2022-03-13 01:00:00,11.13223,9.767739,-2.654,1002,71.15,0,0.4361059,2.365,0.489,124.1,0,0.13,
2022-03-13 02:00:00,11.75363,9.934942,-2.651,1002,71.93,0,0.4356541,1.843,0.276,34.61,0,0.13,
2022-03-13 03:00:00,8.736367,9.958117,-2.876,1002,73.58,0,0.4360892,1.27,0.029,73.34,0,0.13,
2022-03-13 04:00:00,8.31298,9.970769,-2.906,1002,75.64,0,0.4349236,0,0,0,0,0.13,
2022-03-13 05:00:00,7.790474,9.94898,-3.413,1002,80.1,0,0.4348777,1.516,0.098,133.2,0,0.13,
2022-03-13 06:00:00,9.264775,9.96403,-4.422,1002,83.6,0,0.4339425,3.543,0.642,348.1,0,0,
2022-03-13 07:00:00,14.26971,9.862573,-3.884,1002,77.06,0.1049106,0.4364552,4.393,1.857,345.7,0,0,
2022-03-13 08:00:00,19.37073,10.18726,-4.232,1002,77.41,17.84895,0.4360057,2.263,0.454,345.6,0,0,
2022-03-13 09:00:00,30.21454,11.071,-3.325,1002,73.25,72.39614,0.4349099,1.587,0.103,300.6,0,0,
2022-03-13 10:00:00,43.49636,12.59282,-1.721,1003,64.5,141.3107,0.4341427,0,0,0,0,0,
2022-03-13 11:00:00,48.56913,14.21228,0.698,1003,47.76,539.4525,0.4323296,3.287,0.729,185.4,0,0,
2022-03-13 12:00:00,10.62664,14.29331,2.337,1003,43.35,528.4968,0.4223417,5.059,1.374,196.8,0,0,
2022-03-13 13:00:00,16.85893,14.65197,2.985,1003,42.51,644.6429,0.430388,4.588,2.354,211.2,0,0,
2022-03-13 14:00:00,13.98593,14.86076,3.976,1003,37.23,648.7639,0.4174099,4.547,2.002,200.3,0,0,
2022-03-13 15:00:00,22.85153,15.44046,3.773,1004,40.36,334.5492,0.4121776,5.673,1.73,183.4,0,0,
2022-03-13 16:00:00,14.75826,15.66405,4.103,1004,31.35,297.1817,0.4084316,7.721,2.799,234.6,0,0,
2022-03-13 17:00:00,21.81879,16.2133,3.822,1005,34.28,124.7224,0.4064855,4.966,1.852,218.7,0,0,
2022-03-13 18:00:00,17.27932,16.64416,3.187,1006,41.41,51.88568,0.4080788,5.294,2.129,173.7,0,0,
2022-03-13 19:00:00,9.884325,16.78453,2.146,1006,51.67,4.243072,0.4076067,4.076,1.746,159.7,0,0,
2022-03-13 20:00:00,11.93103,16.98714,1.551,1007,56.12,0,0.4066116,5.775,2.331,164.7,0,0,
2022-03-13 21:00:00,11.72052,17.16551,1.23,1007,57.4,0,0.4074218,4.854,2.217,163.2,0,0,
2022-03-13 22:00:00,11.42297,17.29236,0.798,1007,59.31,0,0.4075793,6.124,2.516,166.6,0,0,
2022-03-13 23:00:00,14.053,17.29771,0.767,1008,59.53,0,0.4066309,8.18,3.247,168.5,0,0,
2022-03-14 00:00:00,11.16259,16.71936,0.777,1008,60.34,0,0.4066836,7.485,3.949,152.4,0,0,
2022-03-14 01:00:00,6.991584,16.54684,0.599,1008,61.02,0,0.4054394,8.37,4.017,154.8,0,0,
2022-03-14 02:00:00,6.146558,16.31321,0.581,1008,61.68,0,0.4054027,8.12,4.134,160,0,0,
2022-03-14 03:00:00,4.461932,16.13511,0.753,1008,62.37,0,0.4062322,8.17,4.268,156.1,0,0,
2022-03-14 04:00:00,5.460099,16.01624,0.756,1008,62.55,0,0.4044226,7.629,3.755,175.5,0,0,
2022-03-14 05:00:00,6.207891,15.9503,1.175,1008,58.35,0,0.400436,7.096,3.363,177.8,0,0,
2022-03-14 06:00:00,4.594337,15.7557,1.292,1009,57.22,0,0.3978229,6.441,3.388,167.9,0,0,
2022-03-14 07:00:00,3.729234,15.31651,1.406,1009,57.05,0.0121944,0.3982418,7.281,3.216,159.4,0,0,
2022-03-14 08:00:00,4.568205,14.69974,1.449,1010,58.15,15.77145,0.3961594,8.38,3.292,152.8,0,0,
2022-03-14 09:00:00,4.694344,13.6364,1.701,1011,58.23,87.85138,0.3951185,6.103,3.695,143.9,0,0,
2022-03-14 10:00:00,3.962416,11.98915,2.118,1011,56.36,180.6605,0.3929119,6.42,3.468,142,0,0,
2022-03-14 11:00:00,3.177373,10.09783,2.312,1012,56.86,269.7959,0.3911782,7.404,3.993,146.8,0,0,
2022-03-14 12:00:00,2.912556,9.776405,2.544,1012,55.98,372.3048,0.3882692,7.588,4.353,146.9,0,0,
2022-03-14 13:00:00,2.029822,9.158525,2.765,1012,55,417.7582,0.3807859,8.17,4.697,150.4,0,0,
2022-03-14 14:00:00,2.335246,8.67308,2.977,1012,53.64,336.2723,0.3706263,7.977,4.65,146.7,0,0,
2022-03-14 15:00:00,2.01263,7.804793,2.875,1012,54.89,278.0919,0.3626182,8.33,4.457,143.4,0,0,
2022-03-14 16:00:00,1.9502,7.271124,2.632,1012,57.62,139.6236,0.3665376,8.09,4.04,139.7,0,0,
2022-03-14 17:00:00,5.085579,6.573907,2.088,1012,62.66,106.7963,0.3746563,8.27,4.404,144.8,0,0,
2022-03-14 18:00:00,3.978797,6.019718,1.298,1012,70.19,50.75118,0.3749582,7.414,3.725,141.8,0,0,
2022-03-14 19:00:00,3.8975,5.770267,1.042,1012,70.86,6.527883,0.3738464,7.025,3.522,146.2,0,0,
2022-03-14 20:00:00,5.723153,5.511606,0.545,1012,74.36,0,0.3660784,6.308,2.816,136.4,0,0,
2022-03-14 21:00:00,3.683372,5.176724,0.032,1011,80,0,0.3702344,5.468,2.672,157.8,0,0,
2022-03-14 22:00:00,3.778469,4.858203,-0.27,1011,83.6,0,0.3738844,4.936,2.118,175.4,0,0,
2022-03-14 23:00:00,4.696605,4.468354,-0.34,1010,84.7,0,0.3680389,3.318,1.782,170.9,0.31,0.31,
2022-03-15 00:00:00,3.565999,4.151829,-0.679,1009,89.5,0,0.3505269,2.959,1.311,164.5,0.27,0.58,
2022-03-15 01:00:00,4.191581,4.035162,-0.762,1008,90.2,0,0.3476105,3.113,1.141,167.4,0.68,1.26,
2022-03-15 02:00:00,4.705174,3.975105,-0.838,1007,90.7,0,0.3490767,2.099,0.747,157.4,0.67,1.93,
2022-03-15 03:00:00,3.464221,3.933533,-0.889,1006,90.9,0,0.3471533,2.253,0.978,160.9,0.24,2.17,
2022-03-15 04:00:00,3.258652,3.841806,-0.897,1006,90.9,0,0.3476351,3.328,1.384,171.5,0.12,2.29,
2022-03-15 05:00:00,3.929511,3.746874,-0.636,1006,89.2,0,0.35109,3.738,1.656,222.3,0.06,2.35,
2022-03-15 06:00:00,4.12204,3.727195,-0.677,1006,87.9,0,0.3688982,1.976,0.268,175.3,0,2.35,
2022-03-15 07:00:00,5.342816,3.794428,-0.85,1006,87.9,0.04787439,0.3732882,1.485,0.144,166.7,0,2.35,
2022-03-15 08:00:00,6.525849,3.875996,-0.943,1006,87.8,15.10467,0.3758166,1.649,0.091,85.1,0,2.35,
2022-03-15 09:00:00,5.752569,3.920089,0.241,1006,78.19,56.85899,0.3809493,3.041,0.506,200.2,0,2.35,
2022-03-15 10:00:00,4.621193,3.947538,0.603,1006,76.09,73.65256,0.3802929,4.936,1.951,166.3,0,2.35,
2022-03-15 11:00:00,4.60266,4.006925,0.528,1006,80.4,157.2858,0.3622281,5.827,3.348,151.6,0.24,2.59,
2022-03-15 12:00:00,3.570154,4.034325,1.616,1005,70.1,399.9414,0.3414293,6.502,3.547,145.7,0.1,2.69,
2022-03-15 13:00:00,2.478347,4.053013,2.433,1005,65.79,518.0121,0.3744222,7.537,3.748,145.8,0,2.69,
2022-03-15 14:00:00,2.197504,4.047274,2.755,1004,65.04,393.3459,0.3739373,6.584,3.874,146.4,0,2.69,
2022-03-15 15:00:00,2.004583,4.046939,2.105,1004,71.44,221.6085,0.3584447,6.482,3.583,151,0,2.69,
2022-03-15 16:00:00,2.844361,4.084195,1.48,1004,75.59,62.4611,0.3644107,11.35,3.269,148.7,0.41,3.1,
2022-03-15 17:00:00,2.659013,3.983088,1.268,1005,73.04,220.9427,0.3652912,6.461,2.976,150,0,3.1,
2022-03-15 18:00:00,2.372861,3.916174,1.116,1006,69.22,76.69867,0.3663444,6.687,2.542,161.3,0,3.1,
2022-03-15 19:00:00,3.025011,3.879821,0.294,1006,71.97,7.388784,0.3681886,3.82,1.729,157.3,0,3.1,
2022-03-15 20:00:00,3.672077,3.794359,-0.919,1007,78.27,0,0.3667795,3.881,1.253,156.2,0,3.1,
2022-03-15 21:00:00,6.956337,3.930733,-1.308,1007,78.25,0,0.364227,3.871,1.328,151,0,3.1,
2022-03-15 22:00:00,6.329167,4.037012,-1.814,1008,82.1,0,0.3650496,3.092,0.359,132.9,0,3.1,
2022-03-15 23:00:00,7.809027,4.166696,-1.183,1008,75.31,0,0.3671079,2.56,0.668,165.5,0,2.79,
2022-03-16 00:00:00,10.67472,4.462893,-1.303,1009,78.27,0,0.3676202,2.048,0.505,278,0,2.52,
2022-03-16 01:00:00,4.681846,4.483321,-2.442,1009,80.3,0,0.3663758,1.516,0.244,206.7,0,1.84,
2022-03-16 02:00:00,4.047784,4.455929,-2.137,1010,77.65,0,0.367722,2.355,0.573,140.6,0,1.17,
2022-03-16 03:00:00,3.582309,4.46085,-2.374,1010,75.89,0,0.3666366,2.673,0.562,148.7,0,0.93,
2022-03-16 04:00:00,3.517184,4.471622,-2.499,1010,77.37,0,0.367662,2.621,0.631,145.1,0,0.81,
2022-03-16 05:00:00,3.7814,4.46545,-2.642,1010,77.61,0,0.3676265,2.54,0.675,151,0,0.75,
2022-03-16 06:00:00,4.882766,4.497148,-3.107,1011,78.29,0,0.3668696,2.652,0.599,156.2,0,0.75,
2022-03-16 07:00:00,4.985993,4.48228,-3.368,1011,75.56,0.3479728,0.3674986,2.816,0.945,151.9,0,0.75,
2022-03-16 08:00:00,4.943085,4.416331,-3.431,1012,73.34,33.2332,0.3667311,3.82,1.856,155.6,0,0.75,
2022-03-16 09:00:00,5.531722,4.407129,-2.357,1012,67.55,171.4719,0.3672563,3.574,1.564,151.8,0,0.75,
2022-03-16 10:00:00,11.01053,4.673352,0.006,1012,45.36,326.4211,0.3666072,5.059,1.151,186.7,0,0.75,
2022-03-16 11:00:00,8.962765,4.855023,0.3,1012,40.34,281.1168,0.3667178,4.055,0.923,171.2,0,0.51,
2022-03-16 12:00:00,2.242862,4.799719,0.751,1012,39.89,335.9727,0.3663445,6.011,2.154,276.5,0,0.41,
2022-03-16 13:00:00,1.021534,4.739018,1.372,1013,36.21,599.5231,0.3602832,9.21,2.779,304.3,0,0.41,
2022-03-16 14:00:00,0.4614715,4.666684,1.998,1013,31.82,706.9983,0.3608499,8.29,2.853,298.3,0,0.41,
2022-03-16 15:00:00,1.419246,4.642295,1.265,1012,40.75,461.5269,0.3607379,7.26,2.502,283.3,0,0.41,
2022-03-16 16:00:00,3.044399,4.65063,0.383,1013,50.82,308.2114,0.3704885,5.437,2.107,282.9,0,0,
2022-03-16 17:00:00,3.359776,4.679828,0.73,1013,48.86,243.8669,0.3673439,3.318,1.15,157.2,0,0,
2022-03-16 18:00:00,6.757353,4.862515,-0.539,1013,61.83,62.11779,0.3657525,2.273,0.848,165.3,0,0,
2022-03-16 19:00:00,13.51328,5.299526,-1.949,1013,72.74,8.44033,0.3644046,2.632,1.315,157.4,0,0,
2022-03-16 20:00:00,9.706491,5.550961,-2.506,1014,73.87,0,0.3645904,3.267,1.313,146.8,0,0,
2022-03-16 21:00:00,5.51994,5.49111,-2.653,1014,71.87,0,0.364412,3.236,1.44,166.6,0,0,
2022-03-16 22:00:00,5.549975,5.458644,-2.826,1014,71.55,0,0.3634461,3.195,1.162,162.4,0,0,
2022-03-16 23:00:00,6.166931,5.390224,-3.838,1015,74.87,0,0.364207,3.287,1.065,130.4,0,0,
2022-03-17 00:00:00,6.556851,5.218646,-4.943,1015,78.08,0,0.3641891,2.273,0.817,167,0,0,
2022-03-17 01:00:00,8.083877,5.360397,-6.112,1015,81.5,0,0.3643076,2.12,0.504,183.1,0,0,
2022-03-17 02:00:00,8.082438,5.528507,-6.758,1015,82.3,0,0.3651682,1.751,0.468,305,0,0,
2022-03-17 03:00:00,9.191133,5.762208,-8.4,1015,85.7,0,0.3673288,1.69,0.105,358.4,0,0,
2022-03-17 04:00:00,9.237478,6.000554,-9.09,1015,86.7,0,0.3672101,0,0,0,0,0,
2022-03-17 05:00:00,9.720648,6.248023,-9.2,1015,86.2,0,0.3647906,1.823,0.199,84.4,0,0,
2022-03-17 06:00:00,12.43913,6.562871,-9.83,1015,85.6,0,0.3662877,2.038,0.214,20.82,0,0,
2022-03-17 07:00:00,26.72848,7.468808,-10.07,1015,85.5,1.4719,0.3684247,1.434,0.155,18.29,0,0,
2022-03-17 08:00:00,20.41399,8.113429,-9.28,1015,84.9,34.89433,0.3669547,0.788,0.013,225.2,0,0,
2022-03-17 09:00:00,29.12959,9.096674,-7.56,1015,79.11,111.0713,0.3662905,0,0,0,0,0,
2022-03-17 10:00:00,55.20071,10.93793,-4.102,1014,55.75,263.3553,0.363625,0,0,0,0,0,
2022-03-17 11:00:00,27.89309,11.7267,-0.956,1013,42.32,441.9502,0.3633048,3.953,0.844,179.7,0,0,
2022-03-17 12:00:00,3.562178,11.78167,1.466,1013,46.06,622.0847,0.3666139,6.605,3.471,157.6,0,0,
