Hour Ending,,,,,,,,,,,,,
MST,(mu)g/m³,(mu)g/m³,°C,m bar,Percent,W/m2,m,m/s,m/s,°,mm,mm,
Date,PM10 (1h),PM10 (24h rolling),Temperature (1h),Pressure (1h),Relative Humidity (1h),Solar Radiation (1h),Snow Depth (1h),Wind Speed Max. (1h),Wind Speed (1h),Wind Direction (1h),Precipitation (1h),Precipitation (24h rolling),Annotations
2021-12-31 15:00:00,42.93726,25.22876,-18.56,1003,53.08,26.14552,0.3149448,0.87,0.026,257.9,0,0.27,
2021-12-31 16:00:00,28.11503,26.06584,-21.09,1004,63.46,8.088164,0.3171772,0,0,0,0,0.27,
2021-12-31 17:00:00,17.75053,26.49989,-25.2,1004,72.11,0.7520257,0.3202057,0,0,0,0,0.27,
2021-12-31 18:00:00,14.50522,26.78423,-27.19,1005,74.14,0,0.3206318,1.157,0.103,7.919,0,0.27,
2021-12-31 19:00:00,16.46501,26.93781,-28.3,1005,73.38,0,0.3224173,0.901,0.068,307,0,0.27,
2021-12-31 20:00:00,27.95672,27.09901,-28.66,1005,73.1,0,0.322396,2.068,0.668,356.9,0,0.27,
2021-12-31 21:00:00,30.76044,27.01399,-29.3,1006,72.64,0,0.3189996,1.772,0.061,337.9,0,0.17,
2021-12-31 22:00:00,36.6115,27.31533,-29.79,1006,72.45,0,0.3231139,2.478,0.314,10.9,0,0.17,
2021-12-31 23:00:00,38.1015,27.91321,-30.1,1006,72.11,0,0.3211892,1.741,0.158,14.39,0,0.17,
2022-01-01 00:00:00,41.6775,28.74206,-30.93,1006,71.76,0,0.3221719,1.587,0.058,35.3,0,0.09,
2022-01-01 01:00:00,46.27554,29.97834,-30.88,1007,71.78,0,0.3205604,2.253,0.165,330.5,0,0,
2022-01-01 02:00:00,46.96248,31.19904,-30.91,1007,71.71,0,0.3235912,2.427,0.345,27.86,0,0,
2022-01-01 03:00:00,48.1339,32.26802,-31.57,1007,71.4,0,0.3242849,2.908,0.153,12.79,0,0,
2022-01-01 04:00:00,45.17719,33.12076,-31.78,1008,71.24,0,0.3227728,2.324,0.133,306.9,0,0,
2022-01-01 05:00:00,42.09775,34.02312,-31.61,1008,71.23,0,0.3225824,0,0,0,0,0,
2022-01-01 06:00:00,41.21603,34.64865,-31.97,1008,71.12,0,0.322037,0,0,0,0,0,
2022-01-01 07:00:00,42.55657,35.41171,-31.77,1008,71.16,0,0.321345,2.109,0.148,76.32,0,0,
2022-01-01 08:00:00,41.67441,36.20492,-31.52,1008,71.25,0,0.3232816,1.423,0.08,80.8,0,0,
2022-01-01 09:00:00,32.9724,36.52758,-31.05,1009,71.37,0.2118469,0.3226894,0,0,0,0,0,
2022-01-01 10:00:00,24.10424,36.63447,-29.9,1009,71.85,10.71993,0.3228712,0,0,0,0,0,
2022-01-01 11:00:00,19.3154,36.43851,-25.69,1009,74.17,33.75344,0.3189297,0,0,0,0,0,
2022-01-01 12:00:00,13.22538,35.33596,-22.08,1009,71.32,49.08102,0.3202516,3,0.374,148.3,0,0,
2022-01-01 13:00:00,13.49607,33.67779,-19.13,1009,63.8,37.31776,0.320456,4.567,2.48,165.2,0,0,
2022-01-01 14:00:00,8.152473,31.67669,-18.45,1008,66.66,31.48732,0.3215267,5.284,2.604,171.2,0,0,
2022-01-01 15:00:00,16.40053,30.57099,-18.31,1008,70.12,17.31909,0.3216973,5.253,3.083,171.8,0,0,
2022-01-01 16:00:00,8.578919,29.75699,-18.21,1008,73.03,8.203042,0.3226046,4.454,2.776,168,0,0,
2022-01-01 17:00:00,10.26154,29.44495,-18.11,1009,75.12,1.919037,0.3232398,4.997,2.781,166.2,0,0,
2022-01-01 18:00:00,6.106139,29.09498,-18.16,1008,76.71,0.000907575,0.321934,4.424,2.53,171,0,0,
2022-01-01 19:00:00,5.280423,28.62896,-17.95,1007,76.4,0,0.3224565,3.983,2.073,170.9,0,0,
2022-01-01 20:00:00,4.591914,27.65543,-17.77,1007,77.02,0,0.3236178,3.42,1.302,159.3,0,0,
2022-01-01 21:00:00,4.013656,26.54098,-18,1008,78,0,0.3239223,3.113,0.796,130.4,0,0,
2022-01-01 22:00:00,3.538563,25.16294,-18.9,1008,77.97,0,0.323943,2.171,0.225,174.4,0,0,
2022-01-01 23:00:00,3.142316,23.70631,-19.01,1009,77.83,0,0.3227805,2.376,0.824,151.3,0,0,
2022-01-02 00:00:00,3.176768,22.10211,-18.83,1009,77.91,0,0.3241285,1.239,0.097,226.6,0,0,
2022-01-02 01:00:00,6.54681,20.44674,-18.18,1009,78.54,0,0.3220944,1.516,0.239,160,0,0,
2022-01-02 02:00:00,7.181734,18.78921,-17.11,1009,78.55,0,0.3204554,1.567,0.316,35.37,0,0,
2022-01-02 03:00:00,6.451173,17.05243,-17.45,1009,78.87,0,0.3185304,0,0,0,0,0,
2022-01-02 04:00:00,6.784216,15.45273,-17.72,1009,79.25,0,0.3198647,1.393,0.025,221.6,0,0,
2022-01-02 05:00:00,6.789207,13.98154,-17.27,1008,79.67,0.000170168,0.3126782,1.372,0.139,46.24,0,0,
2022-01-02 06:00:00,6.737865,12.54495,-16.65,1008,79.85,0,0.2697145,0,0,0,0,0,
2022-01-02 07:00:00,8.336244,11.1191,-15.69,1007,80.8,0.000623948,0.2970754,2.038,0.175,17.62,0.08,0.08,
2022-01-02 08:00:00,7.041793,9.676074,-15.06,1007,81.3,0.02671631,0.2975529,2.529,0.121,22.92,0.05,0.13,
2022-01-02 09:00:00,6.54002,8.574725,-13.75,1007,82.1,0.06375312,0.2969883,1.761,0.355,19.11,0.07,0.2,
2022-01-02 10:00:00,6.310145,7.833304,-12.87,1008,82.4,2.498561,0.2953107,1.69,0.183,44.82,0.32,0.52,
2022-01-02 11:00:00,15.91452,7.691601,-11.79,1008,80.8,5.586704,0.295286,0,0,0,0.24,0.76,
2022-01-02 12:00:00,27.21975,8.274699,-10.6,1009,76.66,10.63295,0.2925537,1.444,0.184,37.86,0.2,0.96,
2022-01-02 13:00:00,19.49044,8.524465,-10.13,1009,73.77,13.44334,0.313176,1.475,0.061,257.3,0.15,1.11,
2022-01-02 14:00:00,9.765354,8.591668,-9.96,1008,76.58,14.93429,0.3147776,2.857,1.203,201.4,0.5,1.61,
2022-01-02 15:00:00,7.265194,8.211029,-9.48,1008,76.96,9.042076,0.3224036,3.021,0.701,192.9,0.35,1.96,
2022-01-02 16:00:00,7.800886,8.178611,-9.78,1008,81,4.197404,0.3434934,2.673,1.074,159.5,0.46,2.42,
2022-01-02 17:00:00,6.110519,8.005652,-10.07,1008,82.9,1.152664,0.3169672,1.649,0.38,172.1,0.35,2.77,
2022-01-02 18:00:00,5.655683,7.986883,-10.09,1007,83.7,0.009412746,0.3235157,1.905,0.131,134.2,0.2,2.97,
2022-01-02 19:00:00,6.041854,8.018609,-10.24,1007,83.9,0,0.3388746,1.321,0.033,38.85,0.07,3.04,
2022-01-02 20:00:00,6.118657,8.082224,-10.32,1006,84.1,0,0.3486411,1.536,0.219,16.92,0.08,3.12,
2022-01-02 21:00:00,6.202193,8.173412,-10.02,1006,84.3,0,0.3298683,2.478,0.374,151.2,0.1,3.22,
2022-01-02 22:00:00,6.469445,8.295533,-9.99,1006,84.5,0,0.3125463,4.26,2.066,142.1,0.07,3.29,
2022-01-02 23:00:00,8.108146,8.502442,-9.9,1005,84.7,0.03209406,0.3336416,5.048,2.795,149.5,0.22,3.51,
2022-01-03 00:00:00,4.907588,8.57456,-9.49,1005,85.1,0,0.3276808,4.434,2.276,151,0.09,3.6,
2022-01-03 01:00:00,3.917382,8.465,-9.32,1004,85.4,0.001134108,0.3375532,3,1.492,157.9,0.06,3.66,
2022-01-03 02:00:00,4.015072,8.333056,-9.64,1003,85.4,0,0.3378892,2.376,0.999,237,0.09,3.75,
2022-01-03 03:00:00,4.115762,8.235747,-9.35,1003,85.6,0,0.3490483,1.413,0.26,350.4,0.14,3.89,
2022-01-03 04:00:00,3.929957,8.116819,-9.16,1002,85.7,0,0.3518979,1.341,0.106,314.5,0.24,4.13,
2022-01-03 05:00:00,3.610537,7.984375,-8.81,1001,86,0,0.3491757,1.382,0.13,24.85,0.14,4.27,
2022-01-03 06:00:00,3.284076,7.840467,-8.34,1000,86.2,0,0.3800326,1.188,0.133,12.46,0.39,4.66,
2022-01-03 07:00:00,3.541973,7.640706,-7.913,999,86.6,0,0.3830171,2.376,0.285,194.3,0.22,4.8,
2022-01-03 08:00:00,5.395858,7.572125,-6.799,998,87.2,0,0.3945388,5.632,1.922,172.3,0.08,4.83,
2022-01-03 09:00:00,6.488253,7.569969,-6.281,998,87.3,0.1969872,0.3689693,4.68,2.108,179,0,4.76,
2022-01-03 10:00:00,5.109562,7.519944,-5.875,997,87.6,2.838056,0.3608818,3.809,1.899,174.8,0,4.44,
2022-01-03 11:00:00,5.446041,7.083757,-5.569,997,87.6,7.200523,0.3808871,4.424,2.192,169.4,0,4.2,
2022-01-03 12:00:00,4.06106,6.118812,-4.933,996,87.6,14.0281,0.3839248,6.717,2.52,166.8,0,4,
2022-01-03 13:00:00,5.195746,5.5232,-4.341,995,86.5,10.86495,0.4003182,7.588,3.771,141.8,0.29,4.14,
2022-01-03 14:00:00,2.458714,5.218757,-4.289,995,85.9,9.274231,0.3948186,6.124,2.497,160.3,0.16,3.8,
2022-01-03 15:00:00,0.8088264,4.949741,-4.157,994,85.1,7.050943,0.3795556,6.728,3.458,150.6,0.08,3.53,
2022-01-03 16:00:00,0,4.624704,-4.084,994,84.6,4.345513,0.3867224,6.502,3.106,150.1,0,3.07,
2022-01-03 17:00:00,4.903641,4.574418,-4.242,993,85.7,1.018901,0.3807654,5.949,2.832,164,0,2.72,
2022-01-03 18:00:00,4.403878,4.522259,-4.406,993,88.1,0,0.3730619,4.495,2.033,164.7,0,2.52,
2022-01-03 19:00:00,3.570905,4.419303,-4.437,993,88.7,0,0.3784891,4.004,1.845,168.3,0,2.45,
2022-01-03 20:00:00,5.138402,4.378459,-4.407,993,88.9,0,0.3853668,4.229,2.239,149.5,0.1,2.47,
2022-01-03 21:00:00,3.298955,4.257491,-4.75,994,88.8,0.06707999,0.4158078,3.758,1.562,163.2,0,2.37,
2022-01-03 22:00:00,4.27855,4.166203,-5.476,993,88.4,0.23736,0.4167784,4.27,2.212,156,0,2.3,
2022-01-03 23:00:00,5.588884,4.061234,-6.874,994,87.6,0.3382351,0.3998258,3.932,1.836,164,0,2.08,
2022-01-04 00:00:00,20.19673,4.698282,-8.12,995,86.6,0.2225037,0.4052523,5.007,2.128,206.3,0,1.99,
2022-01-04 01:00:00,21.13803,5.415809,-9.24,996,85.9,0.1579187,0.3999556,4.649,1.81,149.5,0,1.93,
2022-01-04 02:00:00,24.35102,6.26314,-12.72,997,83.7,0.7211524,0.4149676,5.888,2.659,152.7,0,1.84,
2022-01-04 03:00:00,19.49755,6.904048,-14.55,998,82.5,0.3162416,0.4127212,4.915,2.706,162.2,0,1.7,
2022-01-04 04:00:00,19.27031,7.543229,-15.89,1000,81.7,0.2505648,0.4006383,5.468,2.605,157.2,0,1.46,
2022-01-04 05:00:00,18.3351,8.156753,-17.12,1001,80.9,0.2651173,0.3928483,4.229,2.355,161.8,0,1.32,
2022-01-04 06:00:00,18.66182,8.797492,-17.96,1002,80.4,0.182476,0.3886211,3.942,2.237,154.8,0,0.93,
2022-01-04 07:00:00,19.92537,9.480134,-18.84,1003,79.82,0.2262658,0.3960929,4.485,2.226,156.5,0.14,0.85,
2022-01-04 08:00:00,18.00721,10.00561,-19.37,1005,79.47,0.07101648,0.4167325,2.611,1.093,156.3,0,0.77,
2022-01-04 09:00:00,18.60892,10.51063,-19.79,1006,79.19,0.3790193,0.4149947,3.318,1.712,154.8,0,0.77,
2022-01-04 10:00:00,18.95899,11.08769,-20.17,1007,78.95,4.283452,0.4096519,3.318,1.632,154.3,0.07,0.84,
2022-01-04 11:00:00,23.16473,11.82597,-19.76,1008,79.15,21.88295,0.4038768,2.755,1.643,154.6,0,0.84,
2022-01-04 12:00:00,25.20138,12.70682,-18.46,1009,79.67,28.6817,0.404374,2.243,1.219,163.2,1.96,2.8,
2022-01-04 13:00:00,25.98955,13.57323,-17.5,1009,80.2,28.95448,0.403092,1.966,0.444,165,1.4,3.91,
2022-01-04 14:00:00,28.0684,14.6403,-17.39,1009,80.2,20.25484,0.4025932,1.741,0.486,189.6,0.4,4.15,
2022-01-04 15:00:00,35.71823,16.09486,-17.14,1009,80.6,13.02808,0.401163,1.382,0.249,294.9,0.2,4.27,
2022-01-04 16:00:00,52.63546,18.288,-17.31,1010,80.4,10.22791,0.3975171,1.669,0.992,297.9,0.2,4.47,
2022-01-04 17:00:00,57.47774,20.47859,-17.95,1010,80.1,3.044923,0.3904413,1.976,0.838,287.9,0.41,4.88,
2022-01-04 18:00:00,31.9587,21.62671,-19.76,1010,79.21,0.2396784,0.3857985,2.437,0.825,151.4,0,4.88,
2022-01-04 19:00:00,25.66452,22.54727,-20.23,1010,78.81,0.03011958,0.3861457,2.683,1.182,150,0,4.88,
2022-01-04 20:00:00,21.95941,23.24815,-20.7,1010,78.41,0,0.3974023,1.311,0.085,148.9,0.11,4.89,
2022-01-04 21:00:00,20.20461,23.95255,-22.4,1010,77.62,0,0.3922801,0,0,0,0.14,5.03,
2022-01-04 22:00:00,18.91528,24.56241,-22.08,1010,77.56,0,0.3940907,0,0,0,0.12,5.15,
2022-01-04 23:00:00,19.51217,25.14255,-21.67,1010,77.78,0,0.3858723,2.058,0.526,165.2,0.13,5.28,
2022-01-05 00:00:00,18.94499,25.09039,-21.72,1010,77.74,0,0.3807176,1.116,0.057,152.5,0.11,5.39,
2022-01-05 01:00:00,17.16248,24.92475,-21.68,1010,77.76,0,0.3778772,1.393,0.098,138.9,0.06,5.45,
2022-01-05 02:00:00,14.31688,24.50666,-21.46,1010,77.86,0,0.3834522,1.362,0.261,159.1,0.17,5.62,
2022-01-05 03:00:00,14.07024,24.28052,-21.43,1010,77.88,0.04129393,0.3824617,1.833,0.58,168.7,0.39,6.01,
2022-01-05 04:00:00,13.53556,24.04157,-23.18,1010,77.04,0.1028378,0.3813736,1.208,0.157,40.59,0.14,6.15,
2022-01-05 05:00:00,15.82376,23.93693,-23.2,1010,76.86,0,0.3774952,0,0,0,0.3,6.45,
2022-01-05 06:00:00,19.22465,23.96038,-24.69,1010,76.2,0,0.3742741,0,0,0,0.18,6.63,
2022-01-05 07:00:00,28.69844,24.32593,-26.29,1010,75.3,0,0.3634676,0,0,0,0,6.49,
2022-01-05 08:00:00,25.77554,24.64961,-27.29,1011,74.69,0,0.3747143,0,0,0,0,6.49,
2022-01-05 09:00:00,24.92771,24.91289,-28.06,1011,74.12,0.1520109,0.368892,0,0,0,0,6.49,
2022-01-05 10:00:00,29.84546,25.3665,-26.98,1012,74.57,2.727685,0.3745069,1.556,0.263,359.9,0,6.42,
2022-01-05 11:00:00,66.32462,27.16482,-22.95,1013,76.66,10.53411,0.3722547,0.696,0.013,19.49,0.54,6.96,
2022-01-05 12:00:00,33.04605,27.49169,-21.87,1013,77.07,18.04346,0.3709207,0,0,0,0.34,5.34,
2022-01-05 13:00:00,62.51472,29.01357,-19.91,1013,78.36,22.17194,0.3662494,0,0,0,0.75,4.69,
2022-01-05 14:00:00,102.5227,32.11583,-18.07,1013,78.61,21.71544,0.3628227,0,0,0,1.66,5.95,
2022-01-05 15:00:00,112.6424,35.321,-18.68,1012,77.79,13.02667,0.3684909,0,0,0,0.23,5.98,
2022-01-05 16:00:00,104.1631,37.46799,-18.21,1013,77.83,7.797896,0.3713522,0,0,0,0.21,5.99,
2022-01-05 17:00:00,86.95588,38.69624,-19.23,1013,78.44,2.015358,0.369903,0,0,0,0.41,5.99,
2022-01-05 18:00:00,61.41796,39.92371,-22.87,1013,77.3,0.3479325,0.3621434,0,0,0,0.2,6.19,
2022-01-05 19:00:00,64.66818,41.54887,-24.51,1013,76.5,0,0.3654618,0,0,0,0,6.19,
2022-01-05 20:00:00,47.30565,42.60496,-25.69,1013,75.73,0,0.3728471,0,0,0,0.09,6.17,
2022-01-05 21:00:00,44.4984,43.6172,-27.02,1013,74.95,0,0.3690178,1.567,0.768,352.1,0,6.03,
2022-01-05 22:00:00,55.27994,45.1324,-27.6,1012,74.6,0,0.3727815,1.546,0.692,354,0.08,5.99,
2022-01-05 23:00:00,67.74059,47.14191,-28.37,1012,74,0,0.3672693,0,0,0,0,5.86,
2022-01-06 00:00:00,63.40083,48.99424,-28.66,1012,73.79,0,0.3732984,0,0,0,0,5.75,
2022-01-06 01:00:00,64.01529,50.94644,-27.75,1011,74.17,0,0.3711961,1.69,0.584,357.3,0,5.69,
2022-01-06 02:00:00,71.67987,53.33656,-26,1010,75.05,0,0.3754532,1.731,0.333,356.1,0,5.52,
2022-01-06 03:00:00,76.47713,55.93685,-25.24,1009,75.38,0,0.3730115,1.362,0.048,211.8,0.35,5.48,
2022-01-06 04:00:00,77.45191,58.60003,-24.01,1009,76.03,0,0.3790336,1.823,0.197,329.6,0,5.34,
2022-01-06 05:00:00,77.10543,61.15343,-22.82,1008,76.76,0,0.3817894,0,0,0,0.19,5.23,
2022-01-06 06:00:00,79.60516,63.66929,-22.16,1006,77.17,0,0.378522,1.526,0.06,39.75,0.05,5.1,
2022-01-06 07:00:00,98.03331,66.55824,-21.11,1006,77.78,0,0.3836433,1.444,0.17,163.3,0.08,5.18,
2022-01-06 08:00:00,103.8009,69.8093,-20.76,1005,77.99,0.003119765,0.3842916,0.635,0.01,112.3,0.21,5.39,
2022-01-06 09:00:00,98.84145,72.88904,-20.14,1004,78.52,0.087296,0.3827859,0,0,0,0.15,5.54,
2022-01-06 10:00:00,100.3513,75.82678,-19.12,1003,79.07,1.407513,0.3697273,0,0,0,0,5.54,
2022-01-06 11:00:00,99.25388,77.19884,-17.7,1002,79.67,4.313861,0.3725087,1.649,0.204,165.4,0,5,
2022-01-06 12:00:00,103.7208,80.14362,-16.29,1002,79.8,8.073828,0.3823668,1.219,0.09,168.5,0.19,4.85,
2022-01-06 13:00:00,59.62165,80.02307,-15.06,1001,79.01,11.01013,0.3494368,1.382,0.091,158.8,0.3,4.4,
2022-01-06 14:00:00,28.17465,76.92524,-13.79,1000,79.17,9.640072,0.3728772,1.925,0.053,99.7,0.37,3.11,
2022-01-06 15:00:00,15.72225,72.88689,-13.31,999,79.74,8.389764,0.369673,2.099,0.703,148.8,0.37,3.25,
2022-01-06 16:00:00,14.94642,69.16953,-13.45,999,80.5,3.762905,0.3739181,2.253,0.342,162.1,0.16,3.2,
2022-01-06 17:00:00,12.06592,66.04912,-14.25,998,81,1.156381,0.3748676,2.068,0.391,178.2,0,2.79,
2022-01-06 18:00:00,12.19993,63.99837,-14.41,998,81.5,0.1989451,0.3505174,2.079,0.332,169.6,0,2.59,
2022-01-06 19:00:00,9.897544,61.71626,-14.92,997,81.2,0.2246415,0.3527832,1.833,0.255,180.5,0,2.59,
2022-01-06 20:00:00,7.26559,60.04792,-14.92,997,81.4,0.04338676,0.3820868,2.13,0.061,160.9,0,2.5,
2022-01-06 21:00:00,6.025955,58.4449,-14.52,996,81.8,0,0.3741529,0,0,0,0,2.5,
2022-01-06 22:00:00,5.692697,56.37877,-14.18,995,82,0,0.3827181,0,0,0,0,2.42,
2022-01-06 23:00:00,5.080093,53.76791,-13.61,995,82.5,0,0.3844657,0,0,0,0,2.42,
2022-01-07 00:00:00,4.682668,51.32132,-13.22,994,82.6,0,0.4019308,0,0,0,0,2.42,
2022-01-07 01:00:00,7.38442,48.9617,-12.74,993,82.9,0,0.4060789,0,0,0,0,2.42,
2022-01-07 02:00:00,7.879894,46.30337,-12.55,992,82.9,0,0.424434,0,0,0,0.17,2.59,
2022-01-07 03:00:00,7.015187,43.40913,-12.39,990,83.1,0,0.4214692,0,0,0,0.04,2.28,
2022-01-07 04:00:00,6.569938,40.45571,-11.91,989,83.5,0,0.4197469,0.051,0,50.16,0,2.28,
2022-01-07 05:00:00,7.136809,37.54035,-11.58,988,83.7,0,0.4280091,0,0,0,0,2.09,
2022-01-07 06:00:00,7.825442,34.54953,-10.81,987,84.5,0,0.4658093,0,0,0,0,2.04,
2022-01-07 07:00:00,8.418777,30.81559,-8.8,987,86,0,0.4711247,0,0,0,0,1.96,
2022-01-07 08:00:00,7.735202,26.81285,-6.168,986,87.7,0,0.4630195,4.239,0.803,155.4,0.18,1.93,
2022-01-07 09:00:00,4.460971,22.88033,-4.882,986,88.5,0.01905231,0.4657004,4.014,2.01,160.3,0.12,1.9,
2022-01-07 10:00:00,3.641092,18.85074,-3.747,986,88.9,0.8058105,0.4685917,3.881,1.585,161.8,0.12,2.02,
2022-01-07 11:00:00,3.320048,14.8535,-2.996,986,87.6,2.9815,0.4712073,3.697,1.55,158.8,0.21,2.23,
2022-01-07 12:00:00,3.75375,10.6882,-2.376,985,84.5,5.219387,0.4474917,4.506,1.81,176.8,0.24,2.28,
2022-01-07 13:00:00,3.953024,8.368678,-1.976,985,83.3,5.87876,0.4777392,4.618,2.424,175.6,0.24,2.22,
2022-01-07 14:00:00,3.458262,7.338829,-1.567,984,82.4,4.991897,0.4520087,5.591,2.155,169.6,0.19,2.04,
2022-01-07 15:00:00,3.732431,6.839252,-0.706,983,75.76,6.438957,0.4730341,6.902,3.152,147.8,1.37,3.04,
2022-01-07 16:00:00,3.605714,6.366723,-0.758,983,75.86,1.718823,0.4949608,7.025,3.663,143.4,0.14,3.02,
2022-01-07 17:00:00,3.82482,6.023344,-1.086,984,78.82,0.05596565,0.4781698,6.164,3.174,149.5,0,3.02,
2022-01-07 18:00:00,4.554496,5.704784,-1.56,985,83.4,0.01876845,0.475402,6.615,1.833,172.3,0,3.02,
2022-01-07 19:00:00,6.277336,5.553942,-1.547,986,77.29,0.003458889,0.4560076,6.881,2.051,174.7,0,3.02,
2022-01-07 20:00:00,8.128218,5.589885,-1.698,987,56.11,0.003742411,0.4714029,8.87,2.908,115.9,0,3.02,
2022-01-07 21:00:00,8.035136,5.673601,-2.515,988,53.87,0.003005248,0.492604,9.45,2.142,44.76,0.15,3.17,
2022-01-07 22:00:00,10.7386,5.883847,-3.616,989,69.99,0,0.4774377,5.325,2.237,185.4,0.07,3.24,
2022-01-07 23:00:00,6.023297,5.923147,-3.824,990,63.21,0.07807896,0.4549521,7.086,2.074,189,0.09,3.33,
2022-01-08 00:00:00,7.45152,6.038516,-4.157,991,47.28,0.01134063,0.4765443,8.91,2.948,305,0.52,3.85,
2022-01-08 01:00:00,10.33428,6.161427,-4.92,992,48.3,0,0.4851052,5.908,1.693,202.1,0,3.85,
2022-01-08 02:00:00,9.569226,6.231816,-5.647,993,54.02,0.000737142,0.484195,7.444,2.128,230.9,0.06,3.74,
2022-01-08 03:00:00,10.82016,6.390356,-6.601,995,66.93,0,0.4834448,4.28,1.334,162,0,3.7,
2022-01-08 04:00:00,12.35885,6.631561,-6.317,996,47.54,0,0.4805467,8.11,2.913,227.4,0,3.7,
2022-01-08 05:00:00,11.38835,6.808708,-7.072,998,46.59,0,0.4777408,5.96,2.471,267.5,0,3.7,
2022-01-08 06:00:00,10.23934,6.909287,-7.686,1000,40.05,0,0.4754634,7.598,2.215,136.1,0.06,3.76,
2022-01-08 07:00:00,9.335113,6.947468,-8.1,1001,41.59,0,0.4783076,7.291,2.287,253.9,0,3.76,
2022-01-08 08:00:00,3.907464,6.787979,-8.97,1002,46.9,0.02614017,0.4777025,3.84,1.016,236.1,0.06,3.64,
2022-01-08 09:00:00,10.25187,7.029266,-8.88,1003,48.55,0,0.4764685,5.294,1.821,204.2,0,3.52,
2022-01-08 10:00:00,13.97559,7.459871,-8.69,1005,43.51,1.751004,0.475739,7.864,2.579,220.6,0.07,3.47,
2022-01-08 11:00:00,9.665681,7.724272,-8.69,1007,39.45,7.164436,0.4774229,7.813,2.973,224.6,0.19,3.45,
2022-01-08 12:00:00,11.09786,8.030276,-8.81,1008,37.76,14.76215,0.476981,8.13,3.775,211.7,0.44,3.65,
2022-01-08 13:00:00,7.108037,8.161736,-8.5,1009,36.51,21.9258,0.4706184,6.093,1.943,275.4,1.54,4.95,
2022-01-08 14:00:00,6.237049,8.277518,-8.49,1009,38.13,22.05185,0.4676548,5.786,1.033,18.65,0.69,5.45,
2022-01-08 15:00:00,4.828486,8.323187,-8.28,1010,36.29,23.26468,0.4693615,5.642,1.637,213.3,1.24,5.32,
2022-01-08 16:00:00,7.456069,8.483619,-8.72,1011,37.19,8.285655,0.4723939,7.219,1.617,251.2,0,5.18,
2022-01-08 17:00:00,10.97009,8.781339,-11.16,1011,57.35,3.312719,0.4725973,2.99,0.148,213.1,0,5.18,
2022-01-08 18:00:00,10.27289,9.019605,-12.79,1012,70.88,0.3043271,0.4700358,2.591,0.552,136,0.21,5.39,
2022-01-08 19:00:00,9.346129,9.147471,-9.95,1012,61.93,0,0.4746736,5.499,2.477,159.6,0,5.39,
2022-01-08 20:00:00,6.34491,9.073167,-9.62,1012,62.13,0,0.4726429,4.844,2.372,165.8,0.08,5.47,
2022-01-08 21:00:00,5.492764,8.967235,-9.26,1012,61.71,0,0.4706255,5.949,2.694,158.9,0,5.32,
2022-01-08 22:00:00,7.64638,8.838392,-8.36,1012,61.4,0,0.4703555,7.035,3.202,165.4,0,5.25,
2022-01-08 23:00:00,8.93101,8.959547,-7.781,1013,64.04,0,0.4689282,6.513,3.124,155.3,0.07,5.23,
2022-01-09 00:00:00,8.965307,9.022621,-7.502,1013,67.49,0,0.4683036,7.526,2.729,154.5,0.14,4.85,
2022-01-09 01:00:00,7.574272,8.90762,-7.362,1013,68.96,0,0.466819,5.007,2.412,162.7,0,4.85,
2022-01-09 02:00:00,14.93631,9.131249,-6.836,1014,68.87,0,0.4660924,9.55,3.56,166.6,0.19,4.98,
2022-01-09 03:00:00,5.8159,8.922738,-6.835,1015,70.39,0.000453626,0.4657094,5.13,2.219,157.9,0.14,5.12,
2022-01-09 04:00:00,4.276573,8.585977,-7.35,1016,74.58,0.000226813,0.4650463,4.741,1.73,174,0,5.12,
2022-01-09 05:00:00,3.810116,8.270217,-7.88,1017,75.71,0.05137318,0.4621982,2.908,0.708,196.3,0.09,5.21,
2022-01-09 06:00:00,4.234386,8.020011,-9.7,1018,81.9,0.05114637,0.462148,0,0,0,0,5.15,
2022-01-09 07:00:00,4.767889,7.82971,-10.63,1018,83.8,0.03464571,0.4577771,1.772,0.156,46.22,0.06,5.21,
2022-01-09 08:00:00,7.186294,7.966328,-11.95,1019,84,0.00051033,0.457315,1.403,0.039,6.069,0,5.15,
2022-01-09 09:00:00,5.41808,7.76492,-12.45,1020,83.8,0.01661469,0.4554849,0,0,0,0,5.15,
2022-01-09 10:00:00,8.561257,7.539322,-10.81,1021,84.1,2.35047,0.4578165,0.922,0.017,260.1,0,5.08,
2022-01-09 11:00:00,8.651765,7.497076,-8.74,1021,82.2,9.382698,0.454363,1.147,0.014,145.3,0.21,5.1,
2022-01-09 12:00:00,5.024555,7.244021,-6.187,1021,70.87,20.14719,0.4513029,3.174,0.188,331.9,0.4,5.06,
2022-01-09 13:00:00,3.817025,7.106896,-4.219,1021,67.62,26.22406,0.4466905,3.871,1.44,181.8,1.58,5.1,
2022-01-09 14:00:00,4.4207,7.031215,-3.241,1022,65.78,24.31701,0.4460355,7.086,2.671,179.4,1.51,5.92,
2022-01-09 15:00:00,4.521647,7.01843,-2.574,1022,63.51,28.98032,0.4443712,5.1,1.829,173.4,0.59,5.27,
2022-01-09 16:00:00,3.901297,6.870315,-2.393,1022,61.89,20.22745,0.4421902,3.717,1.613,149.7,1.56,6.83,
2022-01-09 17:00:00,3.726378,6.568493,-3.142,1023,66.44,4.187145,0.4305205,3.082,1.21,144,0,6.83,
