timestamp,.state,.state,.state,.state,.state,.state,.state,.state,Rain Meter.inst,mTK Wind Speed.inst,System batt voltage (24vdc).avg,System batt voltage (24vdc).min,Solar Irradiance.avg,Solar Irradiance.inst,Ground Solar charge.avg,Ground Solar charge.inst,Roof Solar Charge.avg,Roof Solar Charge.inst,Trailer internal temp.avg,Outdoor Temp.avg
1643063769,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2467,27.1865,10.9608,3.8241,0.6278,0.6366,0.8179,0.7075,47.9949,35.5272
1643063839,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2454,27.1844,10.0152,11.1904,0.6327,0.6596,0.8128,0.7987,47.9750,35.4125
1643063889,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2493,27.1981,11.1118,10.8380,0.6445,0.6678,0.8181,0.7987,47.9281,36.2844
1643063959,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2461,27.1993,10.8663,10.7077,0.6505,0.6323,0.7965,0.7784,47.8156,37.1750
1643064009,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2436,27.1963,9.5358,8.9155,0.6507,0.6643,0.7922,0.7784,47.7219,36.6781
1643064079,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2464,27.1986,9.4605,9.0327,0.6468,0.6364,0.8200,0.7480,47.7500,36.1531
1643064129,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2458,27.1999,9.8329,10.6137,0.6461,0.6569,0.7943,0.7683,47.7406,35.1406
1643064192,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2460,27.2020,10.5331,10.4880,0.6455,0.6407,0.7879,0.7683,47.7594,37.7000
1643064249,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2444,27.1973,9.8624,8.6511,0.6465,0.6467,0.7862,0.7683,47.7594,39.0969
1643064319,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2427,27.1896,7.3578,1.7365,0.6508,0.6538,0.8029,0.5860,47.7500,37.2219
1643064369,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2131,27.1620,3.0286,7.3646,0.6378,0.6156,0.6955,1.0418,47.7500,35.6469
1643064430,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2180,27.1670,7.0003,1.8435,0.6360,0.6432,0.6822,0.4745,47.8812,36.8656
1643064489,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1940,27.1871,3.6221,7.4226,0.6411,0.6575,0.4720,0.4441,47.9750,37.7562
1643064550,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1905,27.1361,6.8377,6.8286,0.6523,0.6506,0.6378,0.9202,48.0406,39.5844
1643064609,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2286,27.1357,7.8929,10.4375,0.6451,0.6143,0.8956,1.0823,48.0781,40.6531
1643064670,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2475,27.1802,8.5347,8.8701,0.6318,0.6457,0.8739,0.8189,48.1438,39.9313
1643064729,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2429,27.1912,8.1824,6.9449,0.6456,0.6391,0.8346,0.8595,48.1250,41.2625
1643064798,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2468,27.1896,8.3227,7.4640,0.6376,0.6540,0.8564,0.8696,48.0688,38.5531
1643064849,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2476,27.1971,9.1712,8.9148,0.6253,0.6383,0.8334,0.7784,48.0688,38.0656
1643064911,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2489,27.1919,9.0393,8.9733,0.6163,0.5888,0.8011,0.7987,48.0688,38.1312
1643064969,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2479,27.1885,9.2906,9.2358,0.6243,0.6362,0.7936,0.7987,47.9937,36.8000
1643065039,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2465,27.2011,9.0203,7.9170,0.6321,0.6236,0.7864,0.7886,47.9187,36.8000
1643065089,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2473,27.2032,8.5685,9.2231,0.6310,0.6172,0.8035,0.7886,47.7125,37.1375
1643065163,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2468,27.2022,8.8510,8.7946,0.6309,0.6211,0.7829,0.8088,47.5156,37.4938
1643065209,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2469,27.2027,8.7201,8.8447,0.6306,0.6183,0.7947,0.7683,47.3920,37.7682
1643065271,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2427,27.2003,8.3615,8.0417,0.6329,0.6318,0.7714,0.7784,47.3000,37.8875
1643065329,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2468,27.2004,8.1633,8.2702,0.6225,0.6025,0.7958,0.7582,47.3000,37.4562
1643065390,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2466,27.1892,8.1827,8.2978,0.6211,0.6261,0.7837,0.7683,47.2813,36.8000
1643065449,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2429,27.1849,6.8658,2.1502,0.6185,0.5968,0.7798,0.6366,47.1969,36.2562
1643065511,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2183,27.1705,3.8955,8.5375,0.6102,0.6258,0.7340,1.0317,47.1875,35.0187
1643065569,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2276,27.1706,4.5407,2.1733,0.6088,0.5744,0.7677,0.6163,47.1969,36.0594
1643065631,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1991,27.1577,3.1314,5.6229,0.6359,0.6539,0.6842,0.8595,47.3187,35.2250
1643065689,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2134,27.1615,4.7865,2.2167,0.6374,0.6205,0.7980,0.6163,47.4031,35.2250
1643065752,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2030,27.1524,3.7628,2.0370,0.6229,0.6243,0.7283,0.6265,47.5156,34.9344
1643065809,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1885,27.1443,3.5157,4.1990,0.6421,0.6223,0.7206,0.6670,47.5813,34.5594
1643065870,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1992,27.1513,4.8416,7.2934,0.6404,0.6508,0.8008,0.9608,47.7125,35.4969
1643065929,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2237,27.1762,6.5829,6.5605,0.6320,0.6276,0.9075,0.9000,47.8250,35.8156
1643065989,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2298,27.1853,6.5815,7.1638,0.6270,0.6085,0.9054,0.8899,47.7500,35.9844
1643066050,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2465,27.1964,7.1471,6.9265,0.6076,0.6023,0.9247,0.8797,47.7031,36.6125
1643066109,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2387,27.1847,5.8265,6.8563,0.6080,0.6017,0.8570,0.9304,47.6094,36.6594
1643066171,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2494,27.2050,6.6085,6.4645,0.6086,0.6258,0.8992,0.8291,47.4594,36.6219
1643066229,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.2226,27.1649,3.6695,1.9808,0.6105,0.6088,0.6908,0.6062,47.3281,36.0594
1643066289,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1842,27.1425,1.9213,1.8698,0.6185,0.6231,0.6041,0.6163,47.1875,33.9688
1643066350,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1708,27.1356,2.3543,3.2276,0.6232,0.6182,0.6299,0.6974,47.1031,32.8906
1643066409,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1569,27.1236,1.9352,1.6100,0.6196,0.6492,0.6016,0.5961,47.0375,32.9188
1643066470,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1436,27.1093,1.7915,1.9867,0.6128,0.5958,0.5890,0.5961,46.9438,33.2938
1643066529,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1358,27.0987,2.1274,1.9561,0.6095,0.6258,0.6151,0.6163,46.8312,33.1625
1643066589,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1261,27.1077,2.9725,2.3403,0.6365,0.6231,0.5253,0.4543,46.7375,32.5812
1643066650,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1233,27.1191,1.8952,1.5868,0.5913,0.5775,0.4444,0.4340,46.7656,33.6688
1643066709,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1164,27.1121,1.5799,1.5733,0.5884,0.5694,0.4455,0.4340,46.6813,33.2000
1643066770,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1095,27.1051,1.5727,1.5680,0.5896,0.6068,0.4478,0.4441,46.5031,32.9000
1643066829,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.1021,27.0973,1.5672,1.5629,0.5904,0.5786,0.4487,0.4137,46.3250,32.7500
1643066890,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0910,26.9682,1.5632,1.5588,0.5910,0.5847,0.5111,0.6265,46.2406,32.7219
1643066949,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0845,27.0783,1.5565,1.5503,0.5918,0.5970,0.4956,0.4340,46.1188,32.6750
1643067010,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0791,27.0748,1.5486,1.5419,0.5920,0.5739,0.4506,0.4543,45.9781,32.6750
1643067069,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0724,27.0679,1.5429,1.5424,0.5930,0.5913,0.4501,0.4441,45.8844,32.6750
1643067130,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0658,27.0616,1.5413,1.5436,0.5933,0.5832,0.4494,0.4644,45.8000,32.6750
1643067189,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0590,27.0549,1.5448,1.5477,0.5933,0.6000,0.4491,0.4441,45.7156,32.7312
1643067249,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0474,26.9585,1.5509,1.5543,0.5941,0.5875,0.5518,0.5758,45.6312,32.7875
1643067310,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0431,27.0394,1.5584,1.5632,0.5954,0.6126,0.4572,0.4745,45.5938,32.7875
1643067369,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0372,27.0333,1.5661,1.5713,0.5959,0.5910,0.4511,0.4441,45.5000,32.7875
1643067430,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0314,27.0274,1.5781,1.5865,0.5969,0.6058,0.4506,0.4441,45.4156,32.7219
1643067489,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0250,27.0209,1.5936,1.6012,0.5965,0.6010,0.4507,0.4644,45.3781,32.5062
1643067550,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0189,26.9985,1.6048,1.6102,0.5973,0.5994,0.4517,0.5454,45.2750,32.3750
1643067609,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0062,26.9603,1.8178,2.1772,0.6204,0.6321,0.5716,0.4745,45.2750,32.3580
1643067670,0,0,0,0,0,0,0,0,22781.0000,0.0000,27.0045,27.0005,2.1783,2.1746,0.6275,0.6260,0.4545,0.4644,45.4531,32.7875
1643067729,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9987,26.9949,1.9668,2.0916,0.5986,0.6360,0.4449,0.4745,45.5000,32.9656
1643067789,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9930,26.9888,2.2876,4.1241,0.6332,0.6268,0.4578,0.4543,45.4437,32.3375
1643067850,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9810,26.9255,2.3772,3.2319,0.6217,0.6244,0.6004,0.5556,45.3688,33.8000
1643067909,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9620,26.9114,2.0950,2.0295,0.6256,0.6369,0.5731,0.5961,45.3031,33.2188
1643067971,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9652,26.9611,2.0498,1.9168,0.6240,0.6296,0.4755,0.4441,45.2750,33.3500
1643068029,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9621,26.9582,1.9277,1.6834,0.6141,0.6148,0.4516,0.4543,45.1812,33.1719
1643068090,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9574,26.9537,2.1071,3.7772,0.6290,0.6224,0.4597,0.4441,45.1531,32.6750
1643068149,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9522,26.9481,3.4300,1.9096,0.6225,0.6073,0.4529,0.4543,45.0219,33.5563
1643068212,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9471,26.9430,2.1931,2.1019,0.6190,0.6092,0.4527,0.4644,44.8438,33.9969
1643068269,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9365,26.9147,1.8619,1.8480,0.6248,0.6341,0.5676,0.4644,44.7688,32.3094
1643068330,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9339,26.9300,2.8113,2.6435,0.6352,0.6314,0.4592,0.4745,44.6563,32.7406
1643068389,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9292,26.9256,2.6242,2.5463,0.6383,0.6263,0.4590,0.4543,44.5344,33.7062
1643068459,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9245,26.9204,2.6317,2.4790,0.6315,0.6304,0.4544,0.4543,44.5437,34.6906
1643068509,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9194,26.9145,2.5924,2.9056,0.6347,0.6186,0.4564,0.4644,44.4969,34.4656
1643068570,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9134,26.8955,2.3346,2.5803,0.6358,0.6240,0.4753,0.6366,44.4219,35.0938
1643068629,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9112,26.8997,2.3726,2.0549,0.6337,0.6274,0.5893,0.4441,44.3937,35.2719
1643068690,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.9054,26.9016,2.0623,2.0263,0.6328,0.6369,0.4573,0.4543,44.2906,34.8969
1643068749,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8994,26.8951,2.0002,1.5124,0.6328,0.6144,0.4561,0.4745,44.2813,35.8906
1643068819,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8945,26.8906,1.4730,1.5054,0.6341,0.6286,0.4566,0.4543,44.1406,35.0938
1643068869,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8896,26.8851,1.4172,1.4129,0.6338,0.6205,0.4552,0.4644,44.1125,33.5750
1643068939,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8800,26.7686,1.3356,1.3341,0.6283,0.6345,0.4908,0.5961,44.0187,34.8500
1643068989,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8733,26.8609,1.3809,1.3785,0.6343,0.6385,0.5023,0.4543,43.9344,34.6438
1643069059,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8718,26.8686,1.3269,1.3050,0.6327,0.6217,0.4562,0.4441,43.9250,34.6063
1643069109,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8678,26.8644,1.2627,1.1876,0.6322,0.6407,0.4560,0.4441,43.8875,34.1844
1643069172,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8631,26.8592,1.1040,1.0756,0.6302,0.6160,0.4545,0.4441,43.9156,33.9312
1643069229,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8588,26.8297,1.1143,1.2331,0.6280,0.6277,0.4534,0.4340,43.7375,33.9688
1643069292,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8514,26.7238,1.8451,1.5964,0.6254,0.6363,0.5622,0.6569,43.5781,34.1094
1643069349,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8485,26.8446,1.0135,0.7454,0.6221,0.6134,0.4761,0.4543,43.4937,32.6000
1643069412,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8448,26.8413,0.7732,0.7846,0.6314,0.6250,0.4573,0.4644,43.4750,31.0531
1643069469,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8406,26.8352,0.8331,0.8699,0.6309,0.6411,0.4556,0.4644,43.4937,31.2500
1643069531,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8366,26.8334,0.9208,1.0435,0.6276,0.6618,0.4538,0.4340,43.4750,31.6719
1643069589,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8321,26.8283,0.8895,0.8984,0.6267,0.6398,0.4525,0.4441,43.5125,32.6844
1643069652,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8141,26.5648,0.8073,0.6321,0.6233,0.6158,0.5050,0.4543,43.4750,32.1594
1643069709,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8164,26.8134,0.6982,0.6406,0.6247,0.6089,0.4525,0.4644,43.4750,32.0094
1643069771,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8147,26.8117,0.6482,0.6502,0.6240,0.6313,0.4517,0.4239,43.4656,31.2781
1643069829,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8111,26.8070,0.7140,0.6242,0.6219,0.6099,0.4500,0.4340,43.4187,30.7437
1643069890,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8076,26.8044,0.6542,0.5669,0.5973,0.5796,0.4379,0.4441,43.3318,31.2227
1643069949,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.8010,26.5242,0.4809,0.3817,0.6095,0.6053,0.4510,0.4644,43.1844,30.7625
1643070011,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7877,26.7738,0.4209,0.3873,0.6113,0.6221,0.4646,0.4543,43.1937,31.5969
1643070069,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7903,26.7876,0.4030,0.3585,0.6229,0.6149,0.4526,0.4543,43.0062,32.4500
1643070131,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7879,26.7852,0.3692,0.3505,0.6204,0.6268,0.4496,0.4644,42.8562,33.3219
1643070189,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7843,26.7816,0.3681,0.3761,0.6213,0.6113,0.4497,0.4441,42.7250,33.1344
1643070251,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7810,26.7778,0.3975,0.4215,0.6193,0.6140,0.4487,0.4543,42.6406,32.2531
1643070309,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7713,26.4344,0.4042,0.3763,0.5972,0.6075,0.4517,0.4340,42.6594,32.0563
1643070379,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7701,26.7669,0.3942,0.3800,0.6029,0.6196,0.4427,0.4239,42.5938,32.1312
1643070429,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7670,26.7633,0.4085,0.4072,0.6174,0.6075,0.4501,0.4543,42.6500,31.4469
1643070499,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7640,26.7605,0.4180,0.4115,0.6055,0.6038,0.4426,0.4340,42.6875,31.4094
1643070549,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7605,26.7576,0.4138,0.4076,0.5911,0.5764,0.4373,0.4340,42.6875,32.3281
1643070612,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7527,26.3296,0.3850,0.3634,0.5930,0.5894,0.4510,0.4644,42.5844,33.1437
1643070669,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7497,26.7467,0.3286,0.2803,0.5988,0.6033,0.4450,0.4441,42.5188,33.2750
1643070731,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7476,26.7432,0.2523,0.2456,0.5966,0.6016,0.4414,0.4543,42.5656,33.7906
1643070789,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7447,26.7408,0.2195,0.2067,0.5993,0.6038,0.4430,0.4441,42.3969,34.2031
1643070859,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7410,26.7377,0.1953,0.1891,0.6035,0.6264,0.4437,0.4745,42.4063,34.2125
1643070909,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7366,26.3471,0.1862,0.1931,0.6069,0.6230,0.4445,0.4441,42.3594,34.2500
1643070979,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7277,26.7119,0.1805,0.1601,0.5996,0.6304,0.4474,0.4644,42.3594,34.4000
1643071029,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7277,26.7250,0.1707,0.1583,0.6006,0.5951,0.4412,0.4340,42.3500,34.4469
1643071094,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7252,26.7227,0.1491,0.1528,0.5953,0.5800,0.4391,0.4441,42.2844,34.5969
1643071149,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7215,26.7187,0.1473,0.1565,0.6000,0.5978,0.4422,0.4340,42.2375,34.3156
1643071213,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7184,26.7131,0.1559,0.1565,0.6054,0.6242,0.4434,0.4543,42.2469,34.4281
1643071269,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7080,26.2448,0.1552,0.1475,0.6295,0.6252,0.4577,0.4543,42.2375,33.6312
1643071330,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7088,26.7052,0.1379,0.1285,0.6341,0.6351,0.4525,0.4745,42.1813,33.5938
1643071389,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7066,26.7026,0.1207,0.1120,0.6292,0.6297,0.4482,0.4441,42.0969,34.6719
1643071450,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7039,26.7010,0.1041,0.0992,0.6230,0.6211,0.4463,0.4644,42.0875,34.7094
1643071509,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.7008,26.6959,0.0931,0.0816,0.6212,0.6125,0.4431,0.3935,42.0406,34.5219
1643071570,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6922,26.1582,0.0817,0.0822,0.6228,0.6152,0.4478,0.4543,41.9469,33.9875
1643071629,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6909,26.6879,0.0767,0.0718,0.6107,0.6302,0.4434,0.4340,41.9563,33.2281
1643071690,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6890,26.6864,0.0686,0.0649,0.6188,0.6239,0.4446,0.4441,41.8156,32.1125
1643071749,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6861,26.6831,0.0599,0.0539,0.6312,0.6382,0.4506,0.4441,41.7594,32.4781
1643071811,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6825,26.6784,0.0553,0.0542,0.6304,0.6310,0.4492,0.4441,41.7594,32.8344
1643071869,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6764,26.1276,0.0486,0.0450,0.6291,0.6324,0.4486,0.4644,41.9000,33.2281
1643071931,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6725,26.6639,0.0421,0.0407,0.6243,0.6181,0.4458,0.4340,41.9281,33.5656
1643071989,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6713,26.6685,0.0386,0.0368,0.6247,0.6072,0.4464,0.4441,41.8625,33.7250
1643072051,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6690,26.6651,0.0330,0.0311,0.6204,0.6152,0.4436,0.4543,41.8250,33.8000
1643072109,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6660,26.6631,0.0291,0.0300,0.6211,0.6038,0.4436,0.4340,41.7312,33.6125
1643072170,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6633,26.6602,0.0275,0.0291,0.6115,0.5965,0.4386,0.4340,41.6341,33.2477
1643072229,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6545,26.0356,0.0264,0.0254,0.6187,0.6172,0.4436,0.4340,41.5538,32.8308
1643072292,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6546,26.6516,0.0253,0.0236,0.6066,0.6057,0.4373,0.4340,41.4594,32.5531
1643072349,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6520,26.6492,0.0239,0.0244,0.6146,0.6227,0.4395,0.4543,41.4313,32.6375
1643072419,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6493,26.6463,0.0231,0.0219,0.6308,0.6343,0.4482,0.4441,41.4500,32.9375
1643072469,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6464,26.6441,0.0216,0.0220,0.6227,0.6398,0.4427,0.4137,41.4500,33.0969
1643072532,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6420,26.3776,0.0205,0.0192,0.6301,0.6401,0.4472,0.4340,41.3170,32.7057
1643072589,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6393,26.6367,0.0194,0.0189,0.6270,0.6222,0.4448,0.4239,41.3000,32.6375
1643072652,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6371,26.6343,0.0187,0.0194,0.6193,0.6042,0.4410,0.4543,41.2813,32.9750
1643072709,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6342,26.6309,0.0184,0.0174,0.6243,0.6026,0.4442,0.4441,41.3375,33.0969
1643072779,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6316,26.6277,0.0180,0.0211,0.6129,0.5791,0.4370,0.4239,41.3469,34.0250
1643072829,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6284,26.6254,0.0192,0.0175,0.6093,0.6287,0.4376,0.4441,41.3563,34.1281
1643072891,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6259,26.6231,0.0174,0.0173,0.6305,0.6405,0.4467,0.4239,41.3375,34.1188
1643072949,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6229,26.6203,0.0168,0.0154,0.6299,0.6125,0.4457,0.4543,41.2813,33.9781
1643073011,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6202,26.6174,0.0162,0.0157,0.6259,0.6421,0.4435,0.4340,41.3281,33.8281
1643073069,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6172,26.6144,0.0160,0.0165,0.6253,0.6098,0.4439,0.4543,41.3000,33.7813
1643073143,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6142,26.6108,0.0158,0.0166,0.6145,0.5997,0.4373,0.4441,41.3375,33.7531
1643073189,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6111,26.6082,0.0155,0.0151,0.6145,0.5979,0.4390,0.4239,41.3188,33.7438
1643073263,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6081,26.6054,0.0155,0.0147,0.6047,0.6096,0.4342,0.4543,41.3000,33.5375
1643073309,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6053,26.6021,0.0162,0.0160,0.6244,0.6385,0.4453,0.4644,41.2625,33.2750
1643073384,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.6020,26.5980,0.0158,0.0132,0.6289,0.6488,0.4456,0.4441,41.1969,33.2375
1643073429,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.5994,26.5968,0.0157,0.0157,0.6251,0.6344,0.4423,0.4340,41.1969,33.4344
1643073503,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.5967,26.5936,0.0156,0.0148,0.6233,0.6091,0.4415,0.4340,41.2062,33.6781
1643073549,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.5939,26.5910,0.0163,0.0151,0.6235,0.6322,0.4419,0.4441,41.1219,33.6688
1643073623,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.5910,26.5865,0.0158,0.0150,0.6170,0.6361,0.4374,0.4340,41.0844,33.5656
1643073669,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.5882,26.5842,0.0154,0.0129,0.6169,0.6417,0.4376,0.4441,41.0187,33.5750
1643073744,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.5853,26.5800,0.0152,0.0216,0.6217,0.6272,0.4404,0.4340,41.0281,33.4063
1643073789,0,0,0,0,0,0,0,0,22781.0000,0.0000,26.5826,26.5799,0.0155,0.0140,0.6196,0.6238,0.4395,0.4137,41.0000,33.2656
